,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
1899,Hyperion,"Salut sama Mas Nadiem.\nSemoga mau dan mampu bertahan di pemerintahan.\nKarena saya sedih banget kemarin saat BTP didepak dari pemerintahan.\n\nMudah2an banyak orang yang mau mengsupport terus kinerja beliau.\nMembantu mikirin nasib bangsa, bukan hanya sekedar2 ngamuk2 klo ga dapet proyek",Positif,2021-01-15T08:45:27Z,Positif,"Salut sama Mas Nadiem.\nSemoga mau dan mampu bertahan di pemerintahan.\nKarena saya sedih banget kemarin saat BTP didepak dari pemerintahan.\n\nMudah2an banyak orang yang mau mengsupport terus kinerja beliau.\nMembantu mikirin nasib bangsa, bukan hanya sekedar2 ngamuk2 klo ga dapet proyek","['salut', 'sama', 'mas', 'nadiem', 'semoga', 'mau', 'dan', 'mampu', 'bertahan', 'di', 'pemerintahan', 'karena', 'saya', 'sedih', 'banget', 'kemarin', 'saat', 'btp', 'didepak', 'dari', 'pemerintahan', 'mudahan', 'banyak', 'orang', 'yang', 'mau', 'mengsupport', 'terus', 'kinerja', 'beliau', 'membantu', 'mikirin', 'nasib', 'bangsa', 'bukan', 'hanya', 'sekedar', 'ngamuk', 'klo', 'ga', 'dapet', 'proyek']","['salut', 'sama', 'mas', 'nadiem', 'semoga', 'mau', 'dan', 'mampu', 'bertahan', 'di', 'pemerintahan', 'karena', 'saya', 'sedih', 'banget', 'kemarin', 'saat', 'btp', 'didepak', 'dari', 'pemerintahan', 'mudahan', 'banyak', 'orang', 'yang', 'mau', 'mengsupport', 'terus', 'kinerja', 'beliau', 'membantu', 'mikirin', 'nasib', 'bangsa', 'bukan', 'hanya', 'sekedar', 'ngamuk', 'kalau', 'tidak', 'dapet', 'proyek']","['salut', 'mas', 'nadiem', 'semoga', 'bertahan', 'pemerintahan', 'sedih', 'banget', 'kemarin', 'btp', 'didepak', 'pemerintahan', 'mudahan', 'orang', 'mengsupport', 'kinerja', 'beliau', 'membantu', 'mikirin', 'nasib', 'bangsa', 'sekedar', 'ngamuk', 'dapet', 'proyek']","['salut', 'mas', 'nadiem', 'moga', 'tahan', 'perintah', 'sedih', 'banget', 'kemarin', 'btp', 'depak', 'perintah', 'mudah', 'orang', 'mengsupport', 'kerja', 'beliau', 'bantu', 'mikirin', 'nasib', 'bangsa', 'dar', 'ngamuk', 'dapet', 'proyek']",salut mas nadiem moga tahan perintah sedih banget kemarin btp depak perintah mudah orang mengsupport kerja beliau bantu mikirin nasib bangsa dar ngamuk dapet proyek
1900,Alir Ikhwan Hasibuan,Salam pejuang revolusi pendidikan pak Nadiem .... Gas terus kita ada d belakang,Positif,2021-01-15T02:57:56Z,Positif,Salam pejuang revolusi pendidikan pak Nadiem .... Gas terus kita ada d belakang,"['salam', 'pejuang', 'revolusi', 'pendidikan', 'pak', 'nadiem', 'gas', 'terus', 'kita', 'ada', 'belakang']","['salam', 'pejuang', 'revolusi', 'pendidikan', 'pak', 'nadiem', 'gas', 'terus', 'kita', 'ada', 'belakang']","['salam', 'pejuang', 'revolusi', 'pendidikan', 'nadiem', 'gas']","['salam', 'juang', 'revolusi', 'didik', 'nadiem', 'gas']",salam juang revolusi didik nadiem gas
1901,AAS AJ,"salam dari Malaysia , beruntung indonesia memdapat menteri yang pro aktif. Moga terus maju .",Positif,2021-01-13T16:11:01Z,Positif,"salam dari Malaysia , beruntung indonesia memdapat menteri yang pro aktif. Moga terus maju .","['salam', 'dari', 'malaysia', 'beruntung', 'indonesia', 'memdapat', 'menteri', 'yang', 'pro', 'aktif', 'moga', 'terus', 'maju']","['salam', 'dari', 'malaysia', 'beruntung', 'indonesia', 'memdapat', 'menteri', 'yang', 'pro', 'aktif', 'moga', 'terus', 'maju']","['salam', 'malaysia', 'beruntung', 'indonesia', 'memdapat', 'menteri', 'pro', 'aktif', 'moga', 'maju']","['salam', 'malaysia', 'untung', 'indonesia', 'memdapat', 'menteri', 'pro', 'aktif', 'moga', 'maju']",salam malaysia untung indonesia memdapat menteri pro aktif moga maju
1902,Inayah Bimbingan Konseling,Proud you Mr NAD??..ngga mudah jadi pemimpin lah.. tapi tanpa ada yg mimpin lebih imposible pula ..semangat,Positif,2021-01-12T23:31:12Z,Positif,Proud you Mr NAD??..ngga mudah jadi pemimpin lah.. tapi tanpa ada yg mimpin lebih imposible pula ..semangat,"['proud', 'you', 'mr', 'nadngga', 'mudah', 'jadi', 'pemimpin', 'lah', 'tapi', 'tanpa', 'ada', 'yg', 'mimpin', 'lebih', 'imposible', 'pula', 'semangat']","['proud', 'you', 'mr', 'nadngga', 'mudah', 'jadi', 'pemimpin', 'lah', 'tapi', 'tanpa', 'ada', 'yang', 'mimpin', 'lebih', 'imposible', 'pula', 'semangat']","['proud', 'you', 'mr', 'nadngga', 'mudah', 'pemimpin', 'mimpin', 'imposible', 'semangat']","['proud', 'you', 'mr', 'nadngga', 'mudah', 'pimpin', 'mimpin', 'imposible', 'semangat']",proud you mr nadngga mudah pimpin mimpin imposible semangat
1903,fatma adam,"Prioritas\n1.Bagimana mengembalikan anak kesekolah Seaman mungkin...salut mas mentri??\n2.Kesehatan, tumbuh kembang peserta didik...luar biasa??",Positif,2021-01-11T18:44:41Z,Positif,"Prioritas\n1.Bagimana mengembalikan anak kesekolah Seaman mungkin...salut mas mentri??\n2.Kesehatan, tumbuh kembang peserta didik...luar biasa??","['prioritas', 'bagimana', 'mengembalikan', 'anak', 'kesekolah', 'seaman', 'mungkinsalut', 'mas', 'mentri', 'kesehatan', 'tumbuh', 'kembang', 'peserta', 'didikluar', 'biasa']","['prioritas', 'bagimana', 'mengembalikan', 'anak', 'kesekolah', 'seaman', 'mungkinsalut', 'mas', 'menteri', 'kesehatan', 'tumbuh', 'kembang', 'peserta', 'didikluar', 'biasa']","['prioritas', 'bagimana', 'mengembalikan', 'anak', 'kesekolah', 'seaman', 'mungkinsalut', 'mas', 'menteri', 'kesehatan', 'tumbuh', 'kembang', 'peserta', 'didikluar']","['prioritas', 'bagimana', 'kembali', 'anak', 'seko', 'aman', 'mungkinsalut', 'mas', 'menteri', 'sehat', 'tumbuh', 'kembang', 'serta', 'didikluar']",prioritas bagimana kembali anak seko aman mungkinsalut mas menteri sehat tumbuh kembang serta didikluar
1904,sumini atmosemito,Prinsip kesehatan dan keselamatan serta tumbuh kembang peserta didik yang utama menjadi kebijakan yang terbaik,Positif,2021-01-11T12:34:02Z,Positif,Prinsip kesehatan dan keselamatan serta tumbuh kembang peserta didik yang utama menjadi kebijakan yang terbaik,"['prinsip', 'kesehatan', 'dan', 'keselamatan', 'serta', 'tumbuh', 'kembang', 'peserta', 'didik', 'yang', 'utama', 'menjadi', 'kebijakan', 'yang', 'terbaik']","['prinsip', 'kesehatan', 'dan', 'keselamatan', 'serta', 'tumbuh', 'kembang', 'peserta', 'didik', 'yang', 'utama', 'menjadi', 'kebijakan', 'yang', 'terbaik']","['prinsip', 'kesehatan', 'keselamatan', 'tumbuh', 'kembang', 'peserta', 'didik', 'utama', 'kebijakan', 'terbaik']","['prinsip', 'sehat', 'selamat', 'tumbuh', 'kembang', 'serta', 'didik', 'utama', 'bijak', 'baik']",prinsip sehat selamat tumbuh kembang serta didik utama bijak baik
1905,Wanz Chung,Posisi yang sangat sulit di posisi pak Nadiem.\nSemoga kuat dan menemukan jurus terbaik untuk pendidikan indonesia.,positif,2021-01-10T13:07:16Z,positif,Posisi yang sangat sulit di posisi pak Nadiem.\nSemoga kuat dan menemukan jurus terbaik untuk pendidikan indonesia.,"['posisi', 'yang', 'sangat', 'sulit', 'di', 'posisi', 'pak', 'nadiem', 'semoga', 'kuat', 'dan', 'menemukan', 'jurus', 'terbaik', 'untuk', 'pendidikan', 'indonesia']","['posisi', 'yang', 'sangat', 'sulit', 'di', 'posisi', 'pak', 'nadiem', 'semoga', 'kuat', 'dan', 'menemukan', 'jurus', 'terbaik', 'untuk', 'pendidikan', 'indonesia']","['posisi', 'sulit', 'posisi', 'nadiem', 'semoga', 'kuat', 'menemukan', 'jurus', 'terbaik', 'pendidikan', 'indonesia']","['posisi', 'sulit', 'posisi', 'nadiem', 'moga', 'kuat', 'temu', 'jurus', 'baik', 'didik', 'indonesia']",posisi sulit posisi nadiem moga kuat temu jurus baik didik indonesia
1906,getas gunawan,Pk nadien kemampuan anda di atas rata2 ... luar biasa,positif,2021-01-10T01:20:35Z,positif,Pk nadien kemampuan anda di atas rata2 ... luar biasa,"['pk', 'nadien', 'kemampuan', 'anda', 'di', 'atas', 'rata', 'luar', 'biasa']","['pk', 'nadien', 'kemampuan', 'anda', 'di', 'atas', 'rata', 'luar', 'biasa']","['pk', 'nadien', 'kemampuan']","['pk', 'nadien', 'mampu']",pk nadien mampu
1907,Nailul Huda,"Perubahan itu hal mutlak terjadi, tinggal arahnya mau kemana dan dikemanakan?\nDan semuanya harus Siap dan disiapkan kalau mau sampai tujuan..",positif,2021-01-09T12:35:40Z,positif,"Perubahan itu hal mutlak terjadi, tinggal arahnya mau kemana dan dikemanakan?\nDan semuanya harus Siap dan disiapkan kalau mau sampai tujuan..","['perubahan', 'itu', 'hal', 'mutlak', 'terjadi', 'tinggal', 'arahnya', 'mau', 'kemana', 'dan', 'dikemanakan', 'dan', 'semuanya', 'harus', 'siap', 'dan', 'disiapkan', 'kalau', 'mau', 'sampai', 'tujuan']","['perubahan', 'itu', 'hal', 'mutlak', 'terjadi', 'tinggal', 'arahnya', 'mau', 'kemana', 'dan', 'dikemanakan', 'dan', 'semuanya', 'harus', 'siap', 'dan', 'disiapkan', 'kalau', 'mau', 'sampai', 'tujuan']","['perubahan', 'mutlak', 'tinggal', 'arahnya', 'kemana', 'dikemanakan', 'disiapkan', 'tujuan']","['ubah', 'mutlak', 'tinggal', 'arah', 'mana', 'mana', 'siap', 'tuju']",ubah mutlak tinggal arah mana mana siap tuju
1908,Ira Indiana,"Pak Nadiem, sebetulnya anak2 saya sudah bosan PJJ. Tapi kalau harus sekolah tatap muka pada semester depan, masih riskan. Walaupun Bapak mengeluarkan berbagai aturan protokol yg wajib ditaati oleh sekolah, namun siapa yg dapat menjamin akan aman dan patuh pada protokol kesehatan. Sulit Pak. Kita tertib, orang lain belum tentu bisa tertib.",Positif,2021-01-09T00:15:49Z,Positif,"Pak Nadiem, sebetulnya anak2 saya sudah bosan PJJ. Tapi kalau harus sekolah tatap muka pada semester depan, masih riskan. Walaupun Bapak mengeluarkan berbagai aturan protokol yg wajib ditaati oleh sekolah, namun siapa yg dapat menjamin akan aman dan patuh pada protokol kesehatan. Sulit Pak. Kita tertib, orang lain belum tentu bisa tertib.","['pak', 'nadiem', 'sebetulnya', 'anak', 'saya', 'sudah', 'bosan', 'pjj', 'tapi', 'kalau', 'harus', 'sekolah', 'tatap', 'muka', 'pada', 'semester', 'depan', 'masih', 'riskan', 'walaupun', 'bapak', 'mengeluarkan', 'berbagai', 'aturan', 'protokol', 'yg', 'wajib', 'ditaati', 'oleh', 'sekolah', 'namun', 'siapa', 'yg', 'dapat', 'menjamin', 'akan', 'aman', 'dan', 'patuh', 'pada', 'protokol', 'kesehatan', 'sulit', 'pak', 'kita', 'tertib', 'orang', 'lain', 'belum', 'tentu', 'bisa', 'tertib']","['pak', 'nadiem', 'sebetulnya', 'anak', 'saya', 'sudah', 'bosan', 'pjj', 'tapi', 'kalau', 'harus', 'sekolah', 'tatap', 'muka', 'pada', 'semester', 'depan', 'masih', 'riskan', 'walaupun', 'bapak', 'mengeluarkan', 'berbagai', 'aturan', 'protokol', 'yang', 'wajib', 'ditaati', 'oleh', 'sekolah', 'namun', 'siapa', 'yang', 'dapat', 'menjamin', 'akan', 'aman', 'dan', 'patuh', 'pada', 'protokol', 'kesehatan', 'sulit', 'pak', 'kita', 'tertib', 'orang', 'lain', 'belum', 'tentu', 'bisa', 'tertib']","['nadiem', 'anak', 'bosan', 'pjj', 'sekolah', 'tatap', 'muka', 'semester', 'riskan', 'mengeluarkan', 'aturan', 'protokol', 'wajib', 'ditaati', 'sekolah', 'menjamin', 'aman', 'patuh', 'protokol', 'kesehatan', 'sulit', 'tertib', 'orang', 'tertib']","['nadiem', 'anak', 'bosan', 'pjj', 'sekolah', 'tatap', 'muka', 'semester', 'riskan', 'keluar', 'atur', 'protokol', 'wajib', 'taat', 'sekolah', 'jamin', 'aman', 'patuh', 'protokol', 'sehat', 'sulit', 'tertib', 'orang', 'tertib']",nadiem anak bosan pjj sekolah tatap muka semester riskan keluar atur protokol wajib taat sekolah jamin aman patuh protokol sehat sulit tertib orang tertib
1909,Adam Muhamad Dafa,"Pak nadiem udh ngelakuin hal yg bener, tetapi masyarakat gak tau sikon didalam wadahnya..",positif,2021-01-08T14:18:12Z,positif,"Pak nadiem udh ngelakuin hal yg bener, tetapi masyarakat gak tau sikon didalam wadahnya..","['pak', 'nadiem', 'udh', 'ngelakuin', 'hal', 'yg', 'bener', 'tetapi', 'masyarakat', 'gak', 'tau', 'sikon', 'didalam', 'wadahnya']","['pak', 'nadiem', 'sudah', 'ngelakuin', 'hal', 'yang', 'bener', 'tetapi', 'masyarakat', 'tidak', 'tau', 'sikon', 'didalam', 'wadahnya']","['nadiem', 'ngelakuin', 'bener', 'masyarakat', 'sikon', 'didalam', 'wadahnya']","['nadiem', 'ngelakuin', 'bener', 'masyarakat', 'sikon', 'dalam', 'wadah']",nadiem ngelakuin bener masyarakat sikon dalam wadah
1910,Rivat Maliqisyah,pak nadiem sepertinya benar' kerja keras,positif,2021-01-06T07:44:52Z,positif,pak nadiem sepertinya benar' kerja keras,"['pak', 'nadiem', 'sepertinya', 'benar', 'kerja', 'keras']","['pak', 'nadiem', 'sepertinya', 'benar', 'kerja', 'keras']","['nadiem', 'kerja', 'keras']","['nadiem', 'kerja', 'keras']",nadiem kerja keras
1911,Rifqi Fadholi,"Pak Nadiem semangat harus bisa,saya yakin pak Nadiem",positif,2021-01-06T03:43:42Z,positif,"Pak Nadiem semangat harus bisa,saya yakin pak Nadiem","['pak', 'nadiem', 'semangat', 'harus', 'bisasaya', 'yakin', 'pak', 'nadiem']","['pak', 'nadiem', 'semangat', 'harus', 'bisasaya', 'yakin', 'pak', 'nadiem']","['nadiem', 'semangat', 'bisasaya', 'nadiem']","['nadiem', 'semangat', 'bisasaya', 'nadiem']",nadiem semangat bisasaya nadiem
1912,YU_ BAY,"Pak nadiem memang cerdas, banyak cita cita luhur untuk pendidikan d Indonesia. namun, yg sy tangkap adakalanya membentuk pondasi pendidikan d Indonesia yg tetap, kokoh, yg d sesuaikan dgn budaya serta karakter masyrkat yg ada d Indonesia. Lalu sinergikan dulu antra elemen elmen yg berkaitan dgn hal ini , spti organisasi atau komunitas pendidikan yg ada. apa jadinya program keren tpi proses realisasinya tidak efektif, atau tidak selesai krena terkendala oleh berbagai macam hal. Pendidikan d Indonesia perlu peningkatan, kemajuan yg program program ny telah di teliti sedemikian rupa. bkan jd terkesan spt percobaan percobaan yg impeknya tidak merata. \n\nMemang pendapat ssorang tidak akan pernah sama semua. Baik mnrt sy blm tentu baik mnrt org lain bgtpun sbliknya. Tpi tidak berpendapat sama sekali lebih buruk dan tidak akan membantu adanya kemajuan.",positif,2021-01-05T01:42:27Z,positif,"Pak nadiem memang cerdas, banyak cita cita luhur untuk pendidikan d Indonesia. namun, yg sy tangkap adakalanya membentuk pondasi pendidikan d Indonesia yg tetap, kokoh, yg d sesuaikan dgn budaya serta karakter masyrkat yg ada d Indonesia. Lalu sinergikan dulu antra elemen elmen yg berkaitan dgn hal ini , spti organisasi atau komunitas pendidikan yg ada. apa jadinya program keren tpi proses realisasinya tidak efektif, atau tidak selesai krena terkendala oleh berbagai macam hal. Pendidikan d Indonesia perlu peningkatan, kemajuan yg program program ny telah di teliti sedemikian rupa. bkan jd terkesan spt percobaan percobaan yg impeknya tidak merata. \n\nMemang pendapat ssorang tidak akan pernah sama semua. Baik mnrt sy blm tentu baik mnrt org lain bgtpun sbliknya. Tpi tidak berpendapat sama sekali lebih buruk dan tidak akan membantu adanya kemajuan.","['pak', 'nadiem', 'memang', 'cerdas', 'banyak', 'cita', 'cita', 'luhur', 'untuk', 'pendidikan', 'indonesia', 'namun', 'yg', 'sy', 'tangkap', 'adakalanya', 'membentuk', 'pondasi', 'pendidikan', 'indonesia', 'yg', 'tetap', 'kokoh', 'yg', 'sesuaikan', 'dgn', 'budaya', 'serta', 'karakter', 'masyrkat', 'yg', 'ada', 'indonesia', 'lalu', 'sinergikan', 'dulu', 'antra', 'elemen', 'elmen', 'yg', 'berkaitan', 'dgn', 'hal', 'ini', 'spti', 'organisasi', 'atau', 'komunitas', 'pendidikan', 'yg', 'ada', 'apa', 'jadinya', 'program', 'keren', 'tpi', 'proses', 'realisasinya', 'tidak', 'efektif', 'atau', 'tidak', 'selesai', 'krena', 'terkendala', 'oleh', 'berbagai', 'macam', 'hal', 'pendidikan', 'indonesia', 'perlu', 'peningkatan', 'kemajuan', 'yg', 'program', 'program', 'ny', 'telah', 'di', 'teliti', 'sedemikian', 'rupa', 'bkan', 'jd', 'terkesan', 'spt', 'percobaan', 'percobaan', 'yg', 'impeknya', 'tidak', 'merata', 'memang', 'pendapat', 'ssorang', 'tidak', 'akan', 'pernah', 'sama', 'semua', 'baik', 'mnrt', 'sy', 'blm', 'tentu', 'baik', 'mnrt', 'org', 'lain', 'bgtpun', 'sbliknya', 'tpi', 'tidak', 'berpendapat', 'sama', 'sekali', 'lebih', 'buruk', 'dan', 'tidak', 'akan', 'membantu', 'adanya', 'kemajuan']","['pak', 'nadiem', 'memang', 'cerdas', 'banyak', 'cita', 'cita', 'luhur', 'untuk', 'pendidikan', 'indonesia', 'namun', 'yang', 'saya', 'tangkap', 'adakalanya', 'membentuk', 'pondasi', 'pendidikan', 'indonesia', 'yang', 'tetap', 'kokoh', 'yang', 'sesuaikan', 'dengan', 'budaya', 'serta', 'karakter', 'masyrkat', 'yang', 'ada', 'indonesia', 'lalu', 'sinergikan', 'dulu', 'antra', 'elemen', 'elmen', 'yang', 'berkaitan', 'dengan', 'hal', 'ini', 'spti', 'organisasi', 'atau', 'komunitas', 'pendidikan', 'yang', 'ada', 'apa', 'jadinya', 'program', 'keren', 'tpi', 'proses', 'realisasinya', 'tidak', 'efektif', 'atau', 'tidak', 'selesai', 'krena', 'terkendala', 'oleh', 'berbagai', 'macam', 'hal', 'pendidikan', 'indonesia', 'perlu', 'peningkatan', 'kemajuan', 'yang', 'program', 'program', 'nya', 'telah', 'di', 'teliti', 'sedemikian', 'rupa', 'bkan', 'jadi', 'terkesan', 'seperti', 'percobaan', 'percobaan', 'yang', 'impeknya', 'tidak', 'merata', 'memang', 'pendapat', 'ssorang', 'tidak', 'akan', 'pernah', 'sama', 'semua', 'baik', 'menurut', 'saya', 'belum', 'tentu', 'baik', 'menurut', 'orang', 'lain', 'bgtpun', 'sbliknya', 'tpi', 'tidak', 'berpendapat', 'sama', 'sekali', 'lebih', 'buruk', 'dan', 'tidak', 'akan', 'membantu', 'adanya', 'kemajuan']","['nadiem', 'cerdas', 'cita', 'cita', 'luhur', 'pendidikan', 'indonesia', 'tangkap', 'adakalanya', 'membentuk', 'pondasi', 'pendidikan', 'indonesia', 'kokoh', 'sesuaikan', 'budaya', 'karakter', 'masyrkat', 'indonesia', 'sinergikan', 'antra', 'elemen', 'elmen', 'berkaitan', 'spti', 'organisasi', 'komunitas', 'pendidikan', 'program', 'keren', 'tpi', 'proses', 'realisasinya', 'efektif', 'selesai', 'krena', 'terkendala', 'pendidikan', 'indonesia', 'peningkatan', 'kemajuan', 'program', 'program', 'teliti', 'rupa', 'bkan', 'terkesan', 'percobaan', 'percobaan', 'impeknya', 'merata', 'pendapat', 'ssorang', 'orang', 'bgtpun', 'sbliknya', 'tpi', 'berpendapat', 'buruk', 'membantu', 'kemajuan']","['nadiem', 'cerdas', 'cita', 'cita', 'luhur', 'didik', 'indonesia', 'tangkap', 'adakalanya', 'bentuk', 'pondasi', 'didik', 'indonesia', 'kokoh', 'sesuai', 'budaya', 'karakter', 'masyrkat', 'indonesia', 'sinergi', 'antra', 'elemen', 'elmen', 'kait', 'spti', 'organisasi', 'komunitas', 'didik', 'program', 'keren', 'tpi', 'proses', 'realisasi', 'efektif', 'selesai', 'krena', 'kendala', 'didik', 'indonesia', 'tingkat', 'maju', 'program', 'program', 'teliti', 'rupa', 'bkan', 'kes', 'coba', 'coba', 'impek', 'rata', 'dapat', 'ssorang', 'orang', 'bgtpun', 'sbliknya', 'tpi', 'dapat', 'buruk', 'bantu', 'maju']",nadiem cerdas cita cita luhur didik indonesia tangkap adakalanya bentuk pondasi didik indonesia kokoh sesuai budaya karakter masyrkat indonesia sinergi antra elemen elmen kait spti organisasi komunitas didik program keren tpi proses realisasi efektif selesai krena kendala didik indonesia tingkat maju program program teliti rupa bkan kes coba coba impek rata dapat ssorang orang bgtpun sbliknya tpi dapat buruk bantu maju
1913,Nadia Anf,Pak Nadiem keren banget pemikirannya itu adalah kurikulum impian saya sebagai murid .... Aku dari dulu ngak setuju dengan sistem kurikulum di Indonesia apalagi kurikulum sekarang untuk anak SD seperti hanya belajar menulis aja gara2 tugas mengejar target pertema. Memperkuat pondasi pertama sebelum membangun sebuah rumah yang kokoh.,positif,2021-01-05T01:08:05Z,positif,Pak Nadiem keren banget pemikirannya itu adalah kurikulum impian saya sebagai murid .... Aku dari dulu ngak setuju dengan sistem kurikulum di Indonesia apalagi kurikulum sekarang untuk anak SD seperti hanya belajar menulis aja gara2 tugas mengejar target pertema. Memperkuat pondasi pertama sebelum membangun sebuah rumah yang kokoh.,"['pak', 'nadiem', 'keren', 'banget', 'pemikirannya', 'itu', 'adalah', 'kurikulum', 'impian', 'saya', 'sebagai', 'murid', 'aku', 'dari', 'dulu', 'ngak', 'setuju', 'dengan', 'sistem', 'kurikulum', 'di', 'indonesia', 'apalagi', 'kurikulum', 'sekarang', 'untuk', 'anak', 'sd', 'seperti', 'hanya', 'belajar', 'menulis', 'aja', 'gara', 'tugas', 'mengejar', 'target', 'pertema', 'memperkuat', 'pondasi', 'pertama', 'sebelum', 'membangun', 'sebuah', 'rumah', 'yang', 'kokoh']","['pak', 'nadiem', 'keren', 'banget', 'pemikirannya', 'itu', 'adalah', 'kurikulum', 'impian', 'saya', 'sebagai', 'murid', 'aku', 'dari', 'dulu', 'ngak', 'setuju', 'dengan', 'sistem', 'kurikulum', 'di', 'indonesia', 'apalagi', 'kurikulum', 'sekarang', 'untuk', 'anak', 'sd', 'seperti', 'hanya', 'belajar', 'menulis', 'aja', 'gara', 'tugas', 'mengejar', 'target', 'pertema', 'memperkuat', 'pondasi', 'pertama', 'sebelum', 'membangun', 'sebuah', 'rumah', 'yang', 'kokoh']","['nadiem', 'keren', 'banget', 'pemikirannya', 'kurikulum', 'impian', 'murid', 'ngak', 'setuju', 'sistem', 'kurikulum', 'indonesia', 'kurikulum', 'anak', 'sd', 'belajar', 'menulis', 'gara', 'tugas', 'mengejar', 'target', 'pertema', 'memperkuat', 'pondasi', 'membangun', 'rumah', 'kokoh']","['nadiem', 'keren', 'banget', 'pikir', 'kurikulum', 'impi', 'murid', 'ngak', 'tuju', 'sistem', 'kurikulum', 'indonesia', 'kurikulum', 'anak', 'sd', 'ajar', 'tulis', 'gara', 'tugas', 'kejar', 'target', 'tema', 'kuat', 'pondasi', 'bangun', 'rumah', 'kokoh']",nadiem keren banget pikir kurikulum impi murid ngak tuju sistem kurikulum indonesia kurikulum anak sd ajar tulis gara tugas kejar target tema kuat pondasi bangun rumah kokoh
